date,keyword,value,region,disease
2025-03-09,sangrado,44.21,MX,hantavirus
2025-03-09,sangrado,44.65,SLP,hantavirus
2025-03-09,raton de campo,47.32,MX,hantavirus
2025-03-09,raton de campo,55.43,SLP,hantavirus
2025-03-09,hantavirus sintomas,47.62,MX,hantavirus
2025-03-09,hantavirus sintomas,52.65,SLP,hantavirus
2025-03-09,covid tos,67.64,MX,covid
2025-03-09,covid tos,71.64,SLP,covid
2025-03-09,covid fiebre,69.97,MX,covid
2025-03-09,covid fiebre,71.11,SLP,covid
2025-03-09,perdida de olfato,66.6,MX,covid
2025-03-09,perdida de olfato,62.55,SLP,covid
2025-03-09,covid mexico,54.31,MX,covid
2025-03-09,covid mexico,56.12,SLP,covid
2025-03-09,covid slp,56.05,MX,covid
2025-03-09,covid slp,56.46,SLP,covid
2025-03-09,dengue fiebre,57.9,MX,dengue
2025-03-09,dengue fiebre,62.03,SLP,dengue
2025-03-09,dolor de huesos,66.8,MX,dengue
2025-03-09,dolor de huesos,56.45,SLP,dengue
2025-03-09,sarpullido,62.57,MX,dengue
2025-03-09,sarpullido,52.67,SLP,dengue
2025-03-09,dengue slp,47.53,MX,dengue
2025-03-09,dengue slp,43.15,SLP,dengue
2025-03-09,mosquito,46.72,MX,dengue
2025-03-09,mosquito,40.77,SLP,dengue
2025-03-10,tos,51.13,MX,hantavirus
2025-03-10,tos,54.5,SLP,hantavirus
2025-03-10,fiebre,68.68,MX,hantavirus
2025-03-10,fiebre,60.11,SLP,hantavirus
2025-03-10,dolor muscular,52.35,MX,hantavirus
2025-03-10,dolor muscular,52.62,SLP,hantavirus
2025-03-10,dificultad para respirar,33.73,MX,hantavirus
2025-03-10,dificultad para respirar,43.19,SLP,hantavirus
2025-03-10,sangrado,35.5,MX,hantavirus
2025-03-10,sangrado,35.77,SLP,hantavirus
2025-03-10,raton de campo,41.68,MX,hantavirus
2025-03-10,raton de campo,50.72,SLP,hantavirus
2025-03-10,hantavirus sintomas,54.88,MX,hantavirus
2025-03-10,hantavirus sintomas,53.48,SLP,hantavirus
2025-03-10,covid tos,67.18,MX,covid
2025-03-10,covid tos,70.39,SLP,covid
2025-03-10,covid fiebre,73.25,MX,covid
2025-03-10,covid fiebre,71.51,SLP,covid
2025-03-10,perdida de olfato,68.07,MX,covid
2025-03-10,perdida de olfato,64.09,SLP,covid
2025-03-10,covid mexico,46.47,MX,covid
2025-03-10,covid mexico,67.17,SLP,covid
2025-03-10,covid slp,44.69,MX,covid
2025-03-10,covid slp,55.49,SLP,covid
2025-03-10,dengue fiebre,57.0,MX,dengue
2025-03-10,dengue fiebre,63.69,SLP,dengue
2025-03-10,dolor de huesos,67.09,MX,dengue
2025-03-10,dolor de huesos,55.32,SLP,dengue
2025-03-10,sarpullido,56.86,MX,dengue
2025-03-10,sarpullido,57.88,SLP,dengue
2025-03-10,dengue slp,45.67,MX,dengue
2025-03-10,dengue slp,35.87,SLP,dengue
2025-03-10,mosquito,40.91,MX,dengue
2025-03-10,mosquito,33.18,SLP,dengue
2025-03-11,tos,54.51,MX,hantavirus
2025-03-11,tos,58.54,SLP,hantavirus
2025-03-11,fiebre,58.58,MX,hantavirus
2025-03-11,fiebre,64.69,SLP,hantavirus
2025-03-11,dolor muscular,43.01,MX,hantavirus
2025-03-11,dolor muscular,50.35,SLP,hantavirus
2025-03-11,dificultad para respirar,37.64,MX,hantavirus
2025-03-11,dificultad para respirar,24.78,SLP,hantavirus
2025-03-11,sangrado,42.45,MX,hantavirus
2025-03-11,sangrado,46.16,SLP,hantavirus
2025-03-11,raton de campo,46.66,MX,hantavirus
2025-03-11,raton de campo,50.19,SLP,hantavirus
2025-03-11,hantavirus sintomas,47.66,MX,hantavirus
2025-03-11,hantavirus sintomas,55.43,SLP,hantavirus
2025-03-11,covid tos,69.31,MX,covid
2025-03-11,covid tos,65.31,SLP,covid
2025-03-11,covid fiebre,71.26,MX,covid
2025-03-11,covid fiebre,62.99,SLP,covid
2025-03-11,perdida de olfato,64.79,MX,covid
2025-03-11,perdida de olfato,66.31,SLP,covid
2025-03-11,covid mexico,50.36,MX,covid
2025-03-11,covid mexico,52.47,SLP,covid
2025-03-11,covid slp,51.9,MX,covid
2025-03-11,covid slp,51.0,SLP,covid
2025-03-11,dengue fiebre,55.55,MX,dengue
2025-03-11,dengue fiebre,62.01,SLP,dengue
2025-03-11,dolor de huesos,64.2,MX,dengue
2025-03-11,dolor de huesos,64.91,SLP,dengue
2025-03-11,sarpullido,43.41,MX,dengue
2025-03-11,sarpullido,58.33,SLP,dengue
2025-03-11,dengue slp,42.69,MX,dengue
2025-03-11,dengue slp,44.12,SLP,dengue
2025-03-11,mosquito,47.18,MX,dengue
2025-03-11,mosquito,44.56,SLP,dengue
2025-03-12,tos,55.33,MX,hantavirus
2025-03-12,tos,55.33,SLP,hantavirus
2025-03-12,fiebre,57.29,MX,hantavirus
2025-03-12,fiebre,58.61,SLP,hantavirus
2025-03-12,dolor muscular,49.06,MX,hantavirus
2025-03-12,dolor muscular,52.21,SLP,hantavirus
2025-03-12,dificultad para respirar,37.53,MX,hantavirus
2025-03-12,dificultad para respirar,43.0,SLP,hantavirus
2025-03-12,sangrado,42.37,MX,hantavirus
2025-03-12,sangrado,43.12,SLP,hantavirus
2025-03-12,raton de campo,46.32,MX,hantavirus
2025-03-12,raton de campo,46.75,SLP,hantavirus
2025-03-12,hantavirus sintomas,53.25,MX,hantavirus
2025-03-12,hantavirus sintomas,53.32,SLP,hantavirus
2025-03-12,covid tos,66.91,MX,covid
2025-03-12,covid tos,65.55,SLP,covid
2025-03-12,covid fiebre,63.48,MX,covid
2025-03-12,covid fiebre,76.82,SLP,covid
2025-03-12,perdida de olfato,66.11,MX,covid
2025-03-12,perdida de olfato,59.54,SLP,covid
2025-03-12,covid mexico,54.46,MX,covid
2025-03-12,covid mexico,49.89,SLP,covid
2025-03-12,covid slp,57.71,MX,covid
2025-03-12,covid slp,53.4,SLP,covid
2025-03-12,dengue fiebre,60.05,MX,dengue
2025-03-12,dengue fiebre,63.01,SLP,dengue
2025-03-12,dolor de huesos,71.08,MX,dengue
2025-03-12,dolor de huesos,61.14,SLP,dengue
2025-03-12,sarpullido,48.22,MX,dengue
2025-03-12,sarpullido,49.53,SLP,dengue
2025-03-12,dengue slp,46.7,MX,dengue
2025-03-12,dengue slp,43.32,SLP,dengue
2025-03-12,mosquito,41.96,MX,dengue
2025-03-12,mosquito,50.44,SLP,dengue
2025-03-13,tos,59.07,MX,hantavirus
2025-03-13,tos,50.87,SLP,hantavirus
2025-03-13,fiebre,57.71,MX,hantavirus
2025-03-13,fiebre,54.58,SLP,hantavirus
2025-03-13,dolor muscular,52.27,MX,hantavirus
2025-03-13,dolor muscular,55.29,SLP,hantavirus
2025-03-13,dificultad para respirar,49.02,MX,hantavirus
2025-03-13,dificultad para respirar,38.17,SLP,hantavirus
2025-03-13,sangrado,38.54,MX,hantavirus
2025-03-13,sangrado,36.65,SLP,hantavirus
2025-03-13,raton de campo,46.78,MX,hantavirus
2025-03-13,raton de campo,45.21,SLP,hantavirus
2025-03-13,hantavirus sintomas,50.68,MX,hantavirus
2025-03-13,hantavirus sintomas,61.4,SLP,hantavirus
2025-03-13,covid tos,71.92,MX,covid
2025-03-13,covid tos,66.07,SLP,covid
2025-03-13,covid fiebre,65.34,MX,covid
2025-03-13,covid fiebre,66.16,SLP,covid
2025-03-13,perdida de olfato,58.54,MX,covid
2025-03-13,perdida de olfato,57.59,SLP,covid
2025-03-13,covid mexico,48.94,MX,covid
2025-03-13,covid mexico,60.65,SLP,covid
2025-03-13,covid slp,53.51,MX,covid
2025-03-13,covid slp,48.43,SLP,covid
2025-03-13,dengue fiebre,63.09,MX,dengue
2025-03-13,dengue fiebre,58.85,SLP,dengue
2025-03-13,dolor de huesos,63.27,MX,dengue
2025-03-13,dolor de huesos,76.57,SLP,dengue
2025-03-13,sarpullido,45.98,MX,dengue
2025-03-13,sarpullido,52.73,SLP,dengue
2025-03-13,dengue slp,40.28,MX,dengue
2025-03-13,dengue slp,44.04,SLP,dengue
2025-03-13,mosquito,46.12,MX,dengue
2025-03-13,mosquito,36.19,SLP,dengue
2025-03-14,tos,55.01,MX,hantavirus
2025-03-14,tos,52.96,SLP,hantavirus
2025-03-14,fiebre,53.16,MX,hantavirus
2025-03-14,fiebre,58.05,SLP,hantavirus
2025-03-14,dolor muscular,58.15,MX,hantavirus
2025-03-14,dolor muscular,50.04,SLP,hantavirus
2025-03-14,dificultad para respirar,40.65,MX,hantavirus
2025-03-14,dificultad para respirar,41.92,SLP,hantavirus
2025-03-14,sangrado,30.54,MX,hantavirus
2025-03-14,sangrado,41.5,SLP,hantavirus
2025-03-14,raton de campo,40.72,MX,hantavirus
2025-03-14,raton de campo,41.41,SLP,hantavirus
2025-03-14,hantavirus sintomas,60.47,MX,hantavirus
2025-03-14,hantavirus sintomas,54.35,SLP,hantavirus
2025-03-14,covid tos,66.05,MX,covid
2025-03-14,covid tos,74.73,SLP,covid
2025-03-14,covid fiebre,75.78,MX,covid
2025-03-14,covid fiebre,62.33,SLP,covid
2025-03-14,perdida de olfato,54.31,MX,covid
2025-03-14,perdida de olfato,63.17,SLP,covid
2025-03-14,covid mexico,51.86,MX,covid
2025-03-14,covid mexico,44.29,SLP,covid
2025-03-14,covid slp,61.99,MX,covid
2025-03-14,covid slp,52.62,SLP,covid
2025-03-14,dengue fiebre,63.74,MX,dengue
2025-03-14,dengue fiebre,59.91,SLP,dengue
2025-03-14,dolor de huesos,64.08,MX,dengue
2025-03-14,dolor de huesos,64.85,SLP,dengue
2025-03-14,sarpullido,52.44,MX,dengue
2025-03-14,sarpullido,53.37,SLP,dengue
2025-03-14,dengue slp,45.85,MX,dengue
2025-03-14,dengue slp,44.24,SLP,dengue
2025-03-14,mosquito,41.46,MX,dengue
2025-03-14,mosquito,43.28,SLP,dengue
2025-03-15,tos,47.84,MX,hantavirus
2025-03-15,tos,56.54,SLP,hantavirus
2025-03-15,fiebre,64.84,MX,hantavirus
2025-03-15,fiebre,55.43,SLP,hantavirus
2025-03-15,dolor muscular,53.75,MX,hantavirus
2025-03-15,dolor muscular,47.54,SLP,hantavirus
2025-03-15,dificultad para respirar,37.99,MX,hantavirus
2025-03-15,dificultad para respirar,37.34,SLP,hantavirus
2025-03-15,sangrado,31.25,MX,hantavirus
2025-03-15,sangrado,40.23,SLP,hantavirus
2025-03-15,raton de campo,44.45,MX,hantavirus
2025-03-15,raton de campo,39.98,SLP,hantavirus
2025-03-15,hantavirus sintomas,51.31,MX,hantavirus
2025-03-15,hantavirus sintomas,45.92,SLP,hantavirus
2025-03-15,covid tos,73.1,MX,covid
2025-03-15,covid tos,72.3,SLP,covid
2025-03-15,covid fiebre,62.22,MX,covid
2025-03-15,covid fiebre,69.76,SLP,covid
2025-03-15,perdida de olfato,58.7,MX,covid
2025-03-15,perdida de olfato,65.07,SLP,covid
2025-03-15,covid mexico,51.5,MX,covid
2025-03-15,covid mexico,52.39,SLP,covid
2025-03-15,covid slp,54.69,MX,covid
2025-03-15,covid slp,53.21,SLP,covid
2025-03-15,dengue fiebre,51.31,MX,dengue
2025-03-15,dengue fiebre,59.09,SLP,dengue
2025-03-15,dolor de huesos,62.45,MX,dengue
2025-03-15,dolor de huesos,63.83,SLP,dengue
2025-03-15,sarpullido,59.1,MX,dengue
2025-03-15,sarpullido,60.37,SLP,dengue
2025-03-15,dengue slp,39.53,MX,dengue
2025-03-15,dengue slp,49.85,SLP,dengue
2025-03-15,mosquito,40.26,MX,dengue
2025-03-15,mosquito,53.34,SLP,dengue
2025-03-16,tos,58.48,MX,hantavirus
2025-03-16,tos,54.75,SLP,hantavirus
2025-03-16,fiebre,52.56,MX,hantavirus
2025-03-16,fiebre,63.43,SLP,hantavirus
2025-03-16,dolor muscular,58.65,MX,hantavirus
2025-03-16,dolor muscular,56.07,SLP,hantavirus
2025-03-16,dificultad para respirar,39.19,MX,hantavirus
2025-03-16,dificultad para respirar,35.29,SLP,hantavirus
2025-03-16,sangrado,37.98,MX,hantavirus
2025-03-16,sangrado,36.92,SLP,hantavirus
2025-03-16,raton de campo,50.11,MX,hantavirus
2025-03-16,raton de campo,44.05,SLP,hantavirus
2025-03-16,hantavirus sintomas,50.72,MX,hantavirus
2025-03-16,hantavirus sintomas,61.98,SLP,hantavirus
2025-03-16,covid tos,70.49,MX,covid
2025-03-16,covid tos,61.09,SLP,covid
2025-03-16,covid fiebre,76.58,MX,covid
2025-03-16,covid fiebre,71.21,SLP,covid
2025-03-16,perdida de olfato,58.89,MX,covid
2025-03-16,perdida de olfato,60.54,SLP,covid
2025-03-16,covid mexico,42.63,MX,covid
2025-03-16,covid mexico,52.83,SLP,covid
2025-03-16,covid slp,47.33,MX,covid
2025-03-16,covid slp,54.7,SLP,covid
2025-03-16,dengue fiebre,51.95,MX,dengue
2025-03-16,dengue fiebre,66.01,SLP,dengue
2025-03-16,dolor de huesos,73.44,MX,dengue
2025-03-16,dolor de huesos,53.2,SLP,dengue
2025-03-16,sarpullido,46.76,MX,dengue
2025-03-16,sarpullido,56.79,SLP,dengue
2025-03-16,dengue slp,45.84,MX,dengue
2025-03-16,dengue slp,38.43,SLP,dengue
2025-03-16,mosquito,49.13,MX,dengue
2025-03-16,mosquito,39.23,SLP,dengue
2025-03-17,tos,57.68,MX,hantavirus
2025-03-17,tos,54.35,SLP,hantavirus
2025-03-17,fiebre,52.72,MX,hantavirus
2025-03-17,fiebre,61.67,SLP,hantavirus
2025-03-17,dolor muscular,45.74,MX,hantavirus
2025-03-17,dolor muscular,53.04,SLP,hantavirus
2025-03-17,dificultad para respirar,37.62,MX,hantavirus
2025-03-17,dificultad para respirar,35.29,SLP,hantavirus
2025-03-17,sangrado,33.3,MX,hantavirus
2025-03-17,sangrado,37.95,SLP,hantavirus
2025-03-17,raton de campo,46.98,MX,hantavirus
2025-03-17,raton de campo,48.93,SLP,hantavirus
2025-03-17,hantavirus sintomas,51.0,MX,hantavirus
2025-03-17,hantavirus sintomas,55.87,SLP,hantavirus
2025-03-17,covid tos,69.58,MX,covid
2025-03-17,covid tos,62.76,SLP,covid
2025-03-17,covid fiebre,73.06,MX,covid
2025-03-17,covid fiebre,77.51,SLP,covid
2025-03-17,perdida de olfato,59.43,MX,covid
2025-03-17,perdida de olfato,60.25,SLP,covid
2025-03-17,covid mexico,52.05,MX,covid
2025-03-17,covid mexico,56.41,SLP,covid
2025-03-17,covid slp,51.69,MX,covid
2025-03-17,covid slp,48.55,SLP,covid
2025-03-17,dengue fiebre,59.35,MX,dengue
2025-03-17,dengue fiebre,65.02,SLP,dengue
2025-03-17,dolor de huesos,66.31,MX,dengue
2025-03-17,dolor de huesos,63.48,SLP,dengue
2025-03-17,sarpullido,57.82,MX,dengue
2025-03-17,sarpullido,53.89,SLP,dengue
2025-03-17,dengue slp,41.54,MX,dengue
2025-03-17,dengue slp,51.72,SLP,dengue
2025-03-17,mosquito,49.17,MX,dengue
2025-03-17,mosquito,47.84,SLP,dengue
2025-03-18,tos,64.58,MX,hantavirus
2025-03-18,tos,50.66,SLP,hantavirus
2025-03-18,fiebre,65.42,MX,hantavirus
2025-03-18,fiebre,51.59,SLP,hantavirus
2025-03-18,dolor muscular,51.38,MX,hantavirus
2025-03-18,dolor muscular,53.71,SLP,hantavirus
2025-03-18,dificultad para respirar,38.47,MX,hantavirus
2025-03-18,dificultad para respirar,40.47,SLP,hantavirus
2025-03-18,sangrado,35.31,MX,hantavirus
2025-03-18,sangrado,32.6,SLP,hantavirus
2025-03-18,raton de campo,40.33,MX,hantavirus
2025-03-18,raton de campo,50.74,SLP,hantavirus
2025-03-18,hantavirus sintomas,62.52,MX,hantavirus
2025-03-18,hantavirus sintomas,56.46,SLP,hantavirus
2025-03-18,covid tos,63.79,MX,covid
2025-03-18,covid tos,73.03,SLP,covid
2025-03-18,covid fiebre,68.63,MX,covid
2025-03-18,covid fiebre,65.49,SLP,covid
2025-03-18,perdida de olfato,62.39,MX,covid
2025-03-18,perdida de olfato,46.69,SLP,covid
2025-03-18,covid mexico,52.78,MX,covid
2025-03-18,covid mexico,48.44,SLP,covid
2025-03-18,covid slp,57.5,MX,covid
2025-03-18,covid slp,51.04,SLP,covid
2025-03-18,dengue fiebre,59.59,MX,dengue
2025-03-18,dengue fiebre,65.35,SLP,dengue
2025-03-18,dolor de huesos,65.32,MX,dengue
2025-03-18,dolor de huesos,69.05,SLP,dengue
2025-03-18,sarpullido,47.79,MX,dengue
2025-03-18,sarpullido,60.5,SLP,dengue
2025-03-18,dengue slp,37.2,MX,dengue
2025-03-18,dengue slp,42.07,SLP,dengue
2025-03-18,mosquito,41.55,MX,dengue
2025-03-18,mosquito,42.75,SLP,dengue
2025-03-19,tos,63.09,MX,hantavirus
2025-03-19,tos,52.18,SLP,hantavirus
2025-03-19,fiebre,63.4,MX,hantavirus
2025-03-19,fiebre,58.85,SLP,hantavirus
2025-03-19,dolor muscular,47.87,MX,hantavirus
2025-03-19,dolor muscular,56.62,SLP,hantavirus
2025-03-19,dificultad para respirar,37.15,MX,hantavirus
2025-03-19,dificultad para respirar,42.89,SLP,hantavirus
2025-03-19,sangrado,47.35,MX,hantavirus
2025-03-19,sangrado,30.7,SLP,hantavirus
2025-03-19,raton de campo,45.47,MX,hantavirus
2025-03-19,raton de campo,54.61,SLP,hantavirus
2025-03-19,hantavirus sintomas,54.7,MX,hantavirus
2025-03-19,hantavirus sintomas,49.96,SLP,hantavirus
2025-03-19,covid tos,73.18,MX,covid
2025-03-19,covid tos,72.67,SLP,covid
2025-03-19,covid fiebre,65.44,MX,covid
2025-03-19,covid fiebre,75.68,SLP,covid
2025-03-19,perdida de olfato,58.79,MX,covid
2025-03-19,perdida de olfato,62.77,SLP,covid
2025-03-19,covid mexico,55.84,MX,covid
2025-03-19,covid mexico,49.47,SLP,covid
2025-03-19,covid slp,48.77,MX,covid
2025-03-19,covid slp,40.11,SLP,covid
2025-03-19,dengue fiebre,67.03,MX,dengue
2025-03-19,dengue fiebre,68.13,SLP,dengue
2025-03-19,dolor de huesos,56.6,MX,dengue
2025-03-19,dolor de huesos,68.55,SLP,dengue
2025-03-19,sarpullido,40.47,MX,dengue
2025-03-19,sarpullido,53.45,SLP,dengue
2025-03-19,dengue slp,44.77,MX,dengue
2025-03-19,dengue slp,43.1,SLP,dengue
2025-03-19,mosquito,37.16,MX,dengue
2025-03-19,mosquito,34.02,SLP,dengue
2025-03-20,tos,57.54,MX,hantavirus
2025-03-20,tos,51.0,SLP,hantavirus
2025-03-20,fiebre,59.37,MX,hantavirus
2025-03-20,fiebre,61.37,SLP,hantavirus
2025-03-20,dolor muscular,43.13,MX,hantavirus
2025-03-20,dolor muscular,57.86,SLP,hantavirus
2025-03-20,dificultad para respirar,34.53,MX,hantavirus
2025-03-20,dificultad para respirar,40.4,SLP,hantavirus
2025-03-20,sangrado,41.22,MX,hantavirus
2025-03-20,sangrado,39.63,SLP,hantavirus
2025-03-20,raton de campo,50.69,MX,hantavirus
2025-03-20,raton de campo,46.36,SLP,hantavirus
2025-03-20,hantavirus sintomas,48.14,MX,hantavirus
2025-03-20,hantavirus sintomas,51.4,SLP,hantavirus
2025-03-20,covid tos,80.93,MX,covid
2025-03-20,covid tos,70.36,SLP,covid
2025-03-20,covid fiebre,65.24,MX,covid
2025-03-20,covid fiebre,64.06,SLP,covid
2025-03-20,perdida de olfato,66.39,MX,covid
2025-03-20,perdida de olfato,55.85,SLP,covid
2025-03-20,covid mexico,56.12,MX,covid
2025-03-20,covid mexico,60.15,SLP,covid
2025-03-20,covid slp,54.22,MX,covid
2025-03-20,covid slp,55.32,SLP,covid
2025-03-20,dengue fiebre,64.71,MX,dengue
2025-03-20,dengue fiebre,55.23,SLP,dengue
2025-03-20,dolor de huesos,57.73,MX,dengue
2025-03-20,dolor de huesos,59.79,SLP,dengue
2025-03-20,sarpullido,60.89,MX,dengue
2025-03-20,sarpullido,51.11,SLP,dengue
2025-03-20,dengue slp,39.09,MX,dengue
2025-03-20,dengue slp,52.25,SLP,dengue
2025-03-20,mosquito,42.4,MX,dengue
2025-03-20,mosquito,41.88,SLP,dengue
2025-03-21,tos,65.65,MX,hantavirus
2025-03-21,tos,58.43,SLP,hantavirus
2025-03-21,fiebre,53.35,MX,hantavirus
2025-03-21,fiebre,53.76,SLP,hantavirus
2025-03-21,dolor muscular,46.0,MX,hantavirus
2025-03-21,dolor muscular,50.83,SLP,hantavirus
2025-03-21,dificultad para respirar,37.17,MX,hantavirus
2025-03-21,dificultad para respirar,43.57,SLP,hantavirus
2025-03-21,sangrado,38.75,MX,hantavirus
2025-03-21,sangrado,36.65,SLP,hantavirus
2025-03-21,raton de campo,51.49,MX,hantavirus
2025-03-21,raton de campo,43.12,SLP,hantavirus
2025-03-21,hantavirus sintomas,51.35,MX,hantavirus
2025-03-21,hantavirus sintomas,48.87,SLP,hantavirus
2025-03-21,covid tos,71.01,MX,covid
2025-03-21,covid tos,69.55,SLP,covid
2025-03-21,covid fiebre,71.52,MX,covid
2025-03-21,covid fiebre,76.43,SLP,covid
2025-03-21,perdida de olfato,67.99,MX,covid
2025-03-21,perdida de olfato,60.11,SLP,covid
2025-03-21,covid mexico,48.78,MX,covid
2025-03-21,covid mexico,62.36,SLP,covid
2025-03-21,covid slp,49.76,MX,covid
2025-03-21,covid slp,48.37,SLP,covid
2025-03-21,dengue fiebre,63.53,MX,dengue
2025-03-21,dengue fiebre,61.9,SLP,dengue
2025-03-21,dolor de huesos,65.92,MX,dengue
2025-03-21,dolor de huesos,62.85,SLP,dengue
2025-03-21,sarpullido,55.52,MX,dengue
2025-03-21,sarpullido,58.21,SLP,dengue
2025-03-21,dengue slp,36.11,MX,dengue
2025-03-21,dengue slp,42.25,SLP,dengue
2025-03-21,mosquito,45.72,MX,dengue
2025-03-21,mosquito,37.57,SLP,dengue
2025-03-22,tos,54.62,MX,hantavirus
2025-03-22,tos,50.66,SLP,hantavirus
2025-03-22,fiebre,57.18,MX,hantavirus
2025-03-22,fiebre,55.07,SLP,hantavirus
2025-03-22,dolor muscular,47.08,MX,hantavirus
2025-03-22,dolor muscular,48.06,SLP,hantavirus
2025-03-22,dificultad para respirar,48.05,MX,hantavirus
2025-03-22,dificultad para respirar,45.61,SLP,hantavirus
2025-03-22,sangrado,28.9,MX,hantavirus
2025-03-22,sangrado,46.26,SLP,hantavirus
2025-03-22,raton de campo,41.16,MX,hantavirus
2025-03-22,raton de campo,47.45,SLP,hantavirus
2025-03-22,hantavirus sintomas,57.53,MX,hantavirus
2025-03-22,hantavirus sintomas,68.91,SLP,hantavirus
2025-03-22,covid tos,80.13,MX,covid
2025-03-22,covid tos,68.85,SLP,covid
2025-03-22,covid fiebre,70.73,MX,covid
2025-03-22,covid fiebre,68.87,SLP,covid
2025-03-22,perdida de olfato,61.82,MX,covid
2025-03-22,perdida de olfato,57.02,SLP,covid
2025-03-22,covid mexico,50.78,MX,covid
2025-03-22,covid mexico,42.66,SLP,covid
2025-03-22,covid slp,47.33,MX,covid
2025-03-22,covid slp,49.98,SLP,covid
2025-03-22,dengue fiebre,64.36,MX,dengue
2025-03-22,dengue fiebre,60.07,SLP,dengue
2025-03-22,dolor de huesos,58.39,MX,dengue
2025-03-22,dolor de huesos,58.48,SLP,dengue
2025-03-22,sarpullido,53.41,MX,dengue
2025-03-22,sarpullido,55.12,SLP,dengue
2025-03-22,dengue slp,50.08,MX,dengue
2025-03-22,dengue slp,37.04,SLP,dengue
2025-03-22,mosquito,46.79,MX,dengue
2025-03-22,mosquito,44.16,SLP,dengue
2025-03-23,tos,62.29,MX,hantavirus
2025-03-23,tos,57.06,SLP,hantavirus
2025-03-23,fiebre,56.1,MX,hantavirus
2025-03-23,fiebre,62.24,SLP,hantavirus
2025-03-23,dolor muscular,62.02,MX,hantavirus
2025-03-23,dolor muscular,37.42,SLP,hantavirus
2025-03-23,dificultad para respirar,38.58,MX,hantavirus
2025-03-23,dificultad para respirar,34.23,SLP,hantavirus
2025-03-23,sangrado,40.35,MX,hantavirus
2025-03-23,sangrado,37.3,SLP,hantavirus
2025-03-23,raton de campo,49.62,MX,hantavirus
2025-03-23,raton de campo,38.27,SLP,hantavirus
2025-03-23,hantavirus sintomas,49.9,MX,hantavirus
2025-03-23,hantavirus sintomas,53.2,SLP,hantavirus
2025-03-23,covid tos,75.93,MX,covid
2025-03-23,covid tos,69.64,SLP,covid
2025-03-23,covid fiebre,69.66,MX,covid
2025-03-23,covid fiebre,73.82,SLP,covid
2025-03-23,perdida de olfato,57.25,MX,covid
2025-03-23,perdida de olfato,63.99,SLP,covid
2025-03-23,covid mexico,54.85,MX,covid
2025-03-23,covid mexico,49.7,SLP,covid
2025-03-23,covid slp,53.28,MX,covid
2025-03-23,covid slp,43.74,SLP,covid
2025-03-23,dengue fiebre,59.81,MX,dengue
2025-03-23,dengue fiebre,50.76,SLP,dengue
2025-03-23,dolor de huesos,65.26,MX,dengue
2025-03-23,dolor de huesos,57.29,SLP,dengue
2025-03-23,sarpullido,56.27,MX,dengue
2025-03-23,sarpullido,58.56,SLP,dengue
2025-03-23,dengue slp,42.49,MX,dengue
2025-03-23,dengue slp,42.26,SLP,dengue
2025-03-23,mosquito,49.24,MX,dengue
2025-03-23,mosquito,28.95,SLP,dengue
2025-03-24,tos,64.61,MX,hantavirus
2025-03-24,tos,58.09,SLP,hantavirus
2025-03-24,fiebre,53.14,MX,hantavirus
2025-03-24,fiebre,50.18,SLP,hantavirus
2025-03-24,dolor muscular,53.08,MX,hantavirus
2025-03-24,dolor muscular,50.1,SLP,hantavirus
2025-03-24,dificultad para respirar,40.98,MX,hantavirus
2025-03-24,dificultad para respirar,37.87,SLP,hantavirus
2025-03-24,sangrado,38.31,MX,hantavirus
2025-03-24,sangrado,31.1,SLP,hantavirus
2025-03-24,raton de campo,42.58,MX,hantavirus
2025-03-24,raton de campo,44.91,SLP,hantavirus
2025-03-24,hantavirus sintomas,61.31,MX,hantavirus
2025-03-24,hantavirus sintomas,53.48,SLP,hantavirus
2025-03-24,covid tos,67.95,MX,covid
2025-03-24,covid tos,66.81,SLP,covid
2025-03-24,covid fiebre,75.32,MX,covid
2025-03-24,covid fiebre,64.2,SLP,covid
2025-03-24,perdida de olfato,62.72,MX,covid
2025-03-24,perdida de olfato,57.48,SLP,covid
2025-03-24,covid mexico,57.95,MX,covid
2025-03-24,covid mexico,44.37,SLP,covid
2025-03-24,covid slp,47.49,MX,covid
2025-03-24,covid slp,60.33,SLP,covid
2025-03-24,dengue fiebre,58.12,MX,dengue
2025-03-24,dengue fiebre,62.66,SLP,dengue
2025-03-24,dolor de huesos,64.38,MX,dengue
2025-03-24,dolor de huesos,63.38,SLP,dengue
2025-03-24,sarpullido,56.69,MX,dengue
2025-03-24,sarpullido,49.33,SLP,dengue
2025-03-24,dengue slp,49.45,MX,dengue
2025-03-24,dengue slp,51.44,SLP,dengue
2025-03-24,mosquito,39.28,MX,dengue
2025-03-24,mosquito,37.99,SLP,dengue
2025-03-25,tos,49.71,MX,hantavirus
2025-03-25,tos,50.06,SLP,hantavirus
2025-03-25,fiebre,55.25,MX,hantavirus
2025-03-25,fiebre,51.46,SLP,hantavirus
2025-03-25,dolor muscular,47.1,MX,hantavirus
2025-03-25,dolor muscular,55.46,SLP,hantavirus
2025-03-25,dificultad para respirar,47.72,MX,hantavirus
2025-03-25,dificultad para respirar,39.27,SLP,hantavirus
2025-03-25,sangrado,35.47,MX,hantavirus
2025-03-25,sangrado,38.17,SLP,hantavirus
2025-03-25,raton de campo,52.46,MX,hantavirus
2025-03-25,raton de campo,56.54,SLP,hantavirus
2025-03-25,hantavirus sintomas,56.12,MX,hantavirus
